# Stick Analyzer Results
# Test Duration: 8.97 seconds
# Version: 2.0.3.0
# Nonlinearity: 90.7%
# Raw Data
# Time,Position
0.00009,0.05099
0.07628,0.05884
0.15397,0.06668
0.15876,0.05884
0.16750,0.06668
0.16876,0.05884
0.17250,0.06668
0.24374,0.07452
0.26750,0.08237
0.29145,0.09021
0.29270,0.08237
0.29376,0.09021
0.29500,0.08237
0.29625,0.09021
0.33499,0.09805
0.33624,0.09021
0.34000,0.09805
0.34125,0.09021
0.34252,0.09805
0.34375,0.09021
0.34500,0.09805
0.34875,0.09021
0.35002,0.09805
0.37875,0.10590
0.45752,0.11374
0.48250,0.12158
0.48380,0.11374
0.49253,0.12158
0.52250,0.12943
0.54249,0.13727
0.58249,0.14511
0.63249,0.15295
0.63395,0.14511
0.63875,0.15295
0.71873,0.16080
0.72375,0.15295
0.72500,0.16080
0.72749,0.15295
0.73124,0.16080
0.77393,0.16864
0.77500,0.16080
0.77624,0.16864
0.77767,0.16080
0.78125,0.16864
0.78271,0.16080
0.78375,0.16864
0.83003,0.17648
0.86376,0.18433
0.90749,0.19217
0.90874,0.18433
0.91123,0.19217
0.91248,0.18433
0.91375,0.19217
1.02499,0.20001
1.02624,0.19217
1.02749,0.20001
1.10374,0.20786
1.10500,0.20001
1.11001,0.20786
1.15017,0.21570
1.15125,0.20786
1.15624,0.21570
1.15749,0.20786
1.16123,0.21570
1.18005,0.20786
1.18128,0.21570
1.22393,0.22354
1.32123,0.23138
1.32623,0.22354
1.32748,0.23138
1.39373,0.23923
1.42873,0.24707
1.47747,0.25491
1.50247,0.26276
1.50873,0.25491
1.50998,0.26276
1.51248,0.25491
1.51498,0.26276
1.51750,0.25491
1.51873,0.26276
1.52125,0.25491
1.52374,0.26276
1.52625,0.25491
1.53124,0.26276
1.53250,0.25491
1.53875,0.26276
1.53999,0.25491
1.54641,0.26276
1.54874,0.25491
1.55123,0.26276
1.55873,0.25491
1.56122,0.26276
1.57122,0.25491
1.57248,0.26276
1.62877,0.27060
1.69624,0.27844
1.80998,0.28629
1.81249,0.27844
1.81376,0.28629
1.86373,0.29413
1.86498,0.28629
1.86625,0.29413
1.93877,0.30197
1.94003,0.29413
1.94249,0.30197
2.08749,0.30981
2.09128,0.30197
2.09269,0.30981
2.09374,0.30197
2.09499,0.30981
2.09642,0.30197
2.09874,0.30981
2.09999,0.30197
2.10123,0.30981
2.20750,0.31766
2.20874,0.30981
2.21018,0.31766
2.28266,0.32550
2.32874,0.33334
2.39643,0.34119
2.43875,0.34903
4.90371,0.33334
4.90495,0.32550
4.90619,0.30981
4.90870,0.30197
4.91118,0.29413
4.91246,0.27844
4.91371,0.27060
4.91619,0.25491
4.91763,0.24707
4.91870,0.23923
4.92122,0.23138
4.92264,0.22354
4.92496,0.20786
4.92619,0.20001
4.92869,0.19217
4.92995,0.18433
4.93244,0.16864
4.93495,0.16080
4.93638,0.15295
4.93746,0.14511
4.93994,0.13727
4.94245,0.12158
4.94496,0.11374
4.94621,0.10590
4.94744,0.09805
4.95500,0.09021
4.95620,0.06668
4.95745,0.05884
4.96619,0.05099
7.68868,0.05884
7.69116,0.06668
7.69743,0.07452
7.70119,0.08237
7.70868,0.09021
7.76745,0.09805
7.77617,0.10590
7.78137,0.11374
7.78386,0.12158
7.80622,0.12943
7.80743,0.17648
7.82888,0.20786
7.83370,0.21570
7.83867,0.22354
7.85366,0.23138
7.86368,0.23923
7.87743,0.24707
7.88241,0.25491
7.88372,0.24707
7.89872,0.25491
7.90492,0.26276
7.90741,0.25491
7.90992,0.26276
7.91367,0.25491
7.91493,0.26276
7.93369,0.27060
7.94244,0.27844
7.94369,0.27060
7.94493,0.27844
7.95742,0.28629
7.95992,0.29413
7.96618,0.30197
7.97622,0.30981
7.98121,0.31766
7.98494,0.32550
7.98992,0.33334
7.99621,0.34119
8.00367,0.34903
8.00636,0.35687
8.01618,0.36472
8.02491,0.37256
8.02993,0.38040
8.03241,0.38824
8.03493,0.39609
8.03869,0.40393
8.04117,0.41177
