# Stick Analyzer Results
# Test Duration: 5.00 seconds
# Version: 2.0.3.0
# Nonlinearity: 4.2%
# Raw Data
# Time,Position
0.00021,0.05099
0.05996,0.05884
0.06266,0.05099
0.06622,0.05884
0.06747,0.05099
0.06872,0.05884
0.12248,0.06668
0.12371,0.05884
0.12510,0.06668
0.19496,0.07452
0.21871,0.08237
0.21996,0.07452
0.22120,0.08237
0.24496,0.09021
0.24644,0.08237
0.24768,0.09021
0.30001,0.09805
0.34382,0.10590
0.38374,0.11374
0.38499,0.10590
0.38623,0.11374
0.40746,0.12158
0.40872,0.11374
0.42247,0.12158
0.42622,0.11374
0.42767,0.12158
0.45748,0.12943
0.48247,0.13727
0.50120,0.14511
0.55249,0.15295
0.60121,0.16080
0.67122,0.16864
0.69000,0.17648
0.71371,0.18433
0.71623,0.17648
0.71746,0.18433
0.74372,0.19217
0.79496,0.20001
0.79621,0.19217
0.79746,0.20001
0.84495,0.20786
0.84622,0.20001
0.84747,0.20786
0.85870,0.21570
0.89122,0.22354
0.89246,0.21570
0.89371,0.22354
0.89495,0.21570
0.89747,0.22354
0.94871,0.23138
0.98620,0.23923
0.98752,0.23138
0.99879,0.23923
1.02530,0.24707
1.03630,0.25491
1.07870,0.26276
1.07995,0.25491
1.08122,0.26276
1.12996,0.27060
1.13120,0.26276
1.13246,0.27060
1.13373,0.26276
1.13498,0.27060
1.13747,0.26276
1.13872,0.27060
1.13996,0.26276
1.14121,0.27060
1.18371,0.27844
1.23121,0.28629
1.26246,0.29413
1.29372,0.30197
1.34871,0.30981
1.34995,0.30197
1.35121,0.30981
1.39371,0.31766
1.42375,0.32550
1.42497,0.31766
1.42624,0.32550
1.42890,0.31766
1.42997,0.32550
1.44871,0.31766
1.45038,0.32550
1.46870,0.33334
1.47120,0.32550
1.47245,0.33334
1.47370,0.32550
1.47497,0.33334
1.50121,0.34119
1.52374,0.34903
1.54624,0.35687
1.55747,0.36472
1.60745,0.37256
1.63745,0.38040
1.63870,0.37256
1.64122,0.38040
1.64245,0.37256
1.64390,0.38040
1.66746,0.38824
1.69370,0.39609
1.72508,0.40393
1.72630,0.39609
1.74874,0.40393
1.74995,0.41177
1.77495,0.41962
1.84370,0.42746
1.84619,0.41962
1.84746,0.42746
1.86872,0.43530
1.86996,0.42746
1.87245,0.43530
1.92245,0.44315
1.95748,0.45099
1.99995,0.45883
2.00120,0.45099
2.00245,0.45883
2.02620,0.46667
2.07388,0.47452
2.07496,0.46667
2.07639,0.47452
2.07995,0.46667
2.08245,0.47452
2.14999,0.48236
2.19124,0.49020
2.22626,0.49805
2.24125,0.49020
2.24246,0.49805
2.27119,0.50589
2.32388,0.51373
2.36246,0.52158
2.40119,0.52942
2.44264,0.53726
2.44496,0.52942
2.44620,0.53726
2.49750,0.54510
2.51370,0.55295
2.53994,0.56079
2.54121,0.55295
2.54388,0.56079
2.60119,0.56863
2.64869,0.57648
2.65138,0.56863
2.65262,0.57648
2.72997,0.58432
2.73122,0.57648
2.73248,0.58432
2.79368,0.59216
2.79619,0.58432
2.79743,0.59216
2.84997,0.60001
2.87390,0.60785
2.89368,0.61569
2.89494,0.60785
2.89620,0.61569
2.93243,0.62354
2.98369,0.63138
2.98493,0.62354
2.98619,0.63138
3.02119,0.63922
3.02370,0.63138
3.02620,0.63922
3.05744,0.64706
3.08494,0.65491
3.11118,0.66275
3.18268,0.67059
3.24870,0.67844
3.27493,0.68628
3.29129,0.69412
3.32744,0.70197
3.33012,0.69412
3.33244,0.70197
3.39121,0.70981
3.42868,0.71765
3.45493,0.72549
3.48618,0.73334
3.48762,0.72549
3.48868,0.73334
3.57372,0.74118
3.59622,0.74902
3.62747,0.75687
3.65993,0.76471
3.69493,0.77255
3.69994,0.76471
3.70124,0.77255
3.73618,0.78040
3.78118,0.78824
3.81493,0.79608
3.81618,0.78824
3.81869,0.79608
3.87370,0.80392
3.87618,0.79608
3.87743,0.80392
3.91118,0.81177
3.91249,0.80392
3.92369,0.81177
3.95873,0.81961
4.00244,0.82745
4.06251,0.83530
4.10743,0.84314
4.11118,0.83530
4.11367,0.84314
4.15868,0.85098
4.21868,0.85883
4.22012,0.85098
4.22368,0.85883
4.22493,0.85098
4.22873,0.85883
4.34871,0.86667
4.35136,0.85883
4.35249,0.86667
4.39742,0.87451
4.44867,0.88235
4.45013,0.87451
4.46367,0.88235
4.49243,0.89020
4.53492,0.89804
4.57369,0.90588
4.62390,0.91373
4.62995,0.92157
4.69497,0.92941
4.71871,0.93726
4.72245,0.92941
4.72378,0.93726
4.76870,0.94510
4.80242,0.95294
4.83367,0.96078
4.83635,0.95294
4.83868,0.96078
4.88637,0.96863
4.88744,0.96078
4.89367,0.96863
4.89491,0.96078
4.89742,0.96863
4.93367,0.97647
4.96743,0.98431
5.00491,0.99216
