# Stick Analyzer Results
# Test Duration: 4.89 seconds
# Version: 2.0.3.0
# Nonlinearity: 7.7%
# Raw Data
# Time,Position
0.00009,0.05099
0.10018,0.05884
0.10143,0.05099
0.11251,0.05884
0.25499,0.06668
0.25874,0.05884
0.26874,0.06668
0.29141,0.07452
0.29391,0.06668
0.29874,0.07452
0.30878,0.08237
0.33374,0.09021
0.38511,0.09805
0.43625,0.10590
0.48500,0.11374
0.50625,0.12158
0.54000,0.12943
0.55749,0.13727
0.57874,0.14511
0.58126,0.13727
0.58250,0.14511
0.63499,0.15295
0.63875,0.14511
0.64624,0.15295
0.64749,0.14511
0.64875,0.15295
0.65124,0.14511
0.65249,0.15295
0.65624,0.14511
0.65758,0.15295
0.71874,0.16080
0.77123,0.16864
0.81124,0.17648
0.84874,0.18433
0.85374,0.17648
0.85501,0.18433
0.89498,0.19217
0.95753,0.20001
0.95999,0.19217
0.96124,0.20001
0.96249,0.19217
0.96373,0.20001
1.04248,0.20786
1.04373,0.20001
1.04516,0.20786
1.07873,0.21570
1.08000,0.20786
1.08624,0.21570
1.09127,0.20786
1.10875,0.21570
1.12749,0.22354
1.18498,0.23138
1.22374,0.23923
1.24123,0.24707
1.24624,0.23923
1.26001,0.24707
1.28624,0.25491
1.33014,0.26276
1.33125,0.25491
1.33250,0.26276
1.33373,0.25491
1.34392,0.26276
1.34498,0.25491
1.35998,0.26276
1.36375,0.25491
1.36499,0.26276
1.36624,0.25491
1.36762,0.26276
1.36891,0.25491
1.37250,0.26276
1.37625,0.25491
1.37873,0.26276
1.38123,0.25491
1.38391,0.26276
1.38624,0.25491
1.38749,0.26276
1.39123,0.25491
1.39250,0.26276
1.44498,0.27060
1.46373,0.27844
1.48391,0.28629
1.50373,0.29413
1.52377,0.30197
1.55247,0.30981
1.55390,0.30197
1.58623,0.30981
1.62770,0.31766
1.64248,0.32550
1.64498,0.31766
1.64623,0.32550
1.66890,0.33334
1.66998,0.32550
1.67123,0.33334
1.70264,0.34119
1.71753,0.34903
1.74873,0.35687
1.78499,0.36472
1.84373,0.37256
1.86873,0.38040
1.88750,0.38824
1.90873,0.39609
1.90998,0.38824
1.91265,0.39609
1.96122,0.40393
1.97873,0.41177
2.00014,0.41962
2.05122,0.42746
2.05247,0.41962
2.05373,0.42746
2.07497,0.43530
2.07624,0.42746
2.07748,0.43530
2.11998,0.44315
2.15015,0.45099
2.15126,0.44315
2.15247,0.45099
2.20123,0.45883
2.22374,0.46667
2.22498,0.45883
2.22873,0.46667
2.27371,0.47452
2.27496,0.46667
2.27747,0.47452
2.27997,0.46667
2.28122,0.47452
2.31124,0.48236
2.34748,0.49020
2.38121,0.49805
2.40497,0.50589
2.40747,0.49805
2.40890,0.50589
2.45622,0.51373
2.50372,0.52158
2.53514,0.52942
2.58371,0.53726
2.64621,0.54510
2.68666,0.55295
2.70505,0.56079
2.73746,0.56863
2.73997,0.56079
2.74122,0.56863
2.74265,0.56079
2.74372,0.56863
2.79621,0.57648
2.86996,0.58432
2.93524,0.59216
2.96497,0.60001
2.96622,0.59216
2.96746,0.60001
3.00246,0.60785
3.01889,0.61569
3.05997,0.62354
3.09514,0.63138
3.11745,0.63922
3.12122,0.63138
3.12246,0.63922
3.16250,0.64706
3.17495,0.65491
3.19645,0.66275
3.27870,0.67059
3.33745,0.67844
3.36264,0.68628
3.38500,0.69412
3.43650,0.70197
3.47245,0.70981
3.48417,0.70197
3.48496,0.70981
3.52370,0.71765
3.55120,0.72549
3.55246,0.71765
3.55371,0.72549
3.57496,0.73334
3.57764,0.72549
3.58375,0.73334
3.58496,0.72549
3.58763,0.73334
3.66369,0.74118
3.73374,0.74902
3.75744,0.75687
3.75870,0.74902
3.75995,0.75687
3.76121,0.74902
3.76246,0.75687
3.81119,0.76471
3.85746,0.77255
3.85888,0.76471
3.86244,0.77255
3.90372,0.78040
3.92139,0.78824
3.93494,0.79608
3.96888,0.80392
3.96995,0.79608
3.97120,0.80392
3.97246,0.79608
3.97370,0.80392
4.00744,0.81177
4.00871,0.80392
4.00995,0.81177
4.04120,0.81961
4.06138,0.82745
4.08744,0.83530
4.12869,0.84314
4.18679,0.85098
4.23619,0.85883
4.28618,0.86667
4.33120,0.87451
4.36120,0.88235
4.39993,0.89020
4.40119,0.88235
4.40244,0.89020
4.44370,0.89804
4.47369,0.90588
4.51119,0.91373
4.55244,0.92157
4.61124,0.92941
4.61244,0.92157
4.61870,0.92941
4.62120,0.92157
4.62244,0.92941
4.65619,0.93726
4.65868,0.92941
4.66262,0.93726
4.70659,0.94510
4.73119,0.95294
4.73245,0.94510
4.73369,0.95294
4.75244,0.96078
4.75370,0.95294
4.75744,0.96078
4.79138,0.96863
4.79244,0.96078
4.79368,0.96863
4.82368,0.97647
4.82619,0.96863
4.82762,0.97647
4.84497,0.98431
4.88618,0.99216
