# Stick Analyzer Results
# Test Duration: 5.68 seconds
# Version: 2.0.3.0
# Nonlinearity: 6.5%
# Raw Data
# Time,Position
0.00018,0.05099
0.03375,0.05884
0.13874,0.06668
0.20019,0.07452
0.20132,0.06668
0.21002,0.07452
0.23125,0.08237
0.23269,0.07452
0.23750,0.08237
0.26750,0.09021
0.26874,0.08237
0.27018,0.09021
0.35378,0.09805
0.35506,0.09021
0.35753,0.09805
0.40129,0.10590
0.44768,0.11374
0.44876,0.10590
0.45000,0.11374
0.50627,0.12158
0.50750,0.11374
0.50875,0.12158
0.54876,0.12943
0.57499,0.13727
0.59749,0.14511
0.60520,0.13727
0.60626,0.14511
0.64751,0.15295
0.64999,0.14511
0.65249,0.15295
0.65375,0.14511
0.66749,0.15295
0.74128,0.16080
0.74254,0.15295
0.74503,0.16080
0.74750,0.15295
0.75251,0.16080
0.84878,0.16864
0.88624,0.17648
0.88749,0.16864
0.88875,0.17648
0.92625,0.18433
0.95748,0.19217
1.07535,0.20001
1.08630,0.19217
1.08758,0.20001
1.15001,0.20786
1.16129,0.21570
1.19876,0.22354
1.20143,0.21570
1.20263,0.22354
1.27998,0.23138
1.28142,0.22354
1.28374,0.23138
1.32373,0.23923
1.34002,0.24707
1.37248,0.25491
1.37374,0.24707
1.37891,0.25491
1.39891,0.26276
1.40017,0.25491
1.40266,0.26276
1.40624,0.25491
1.40767,0.26276
1.45132,0.25491
1.46127,0.26276
1.47624,0.25491
1.47767,0.26276
1.55644,0.27060
1.55750,0.26276
1.55874,0.27060
1.59623,0.27844
1.67874,0.28629
1.72125,0.29413
1.75623,0.30197
1.75873,0.29413
1.76018,0.30197
1.82251,0.30981
1.82517,0.30197
1.82877,0.30981
1.83249,0.30197
1.84876,0.30981
1.87628,0.31766
1.87753,0.30981
1.87895,0.31766
1.90878,0.32550
1.91018,0.31766
1.91129,0.32550
1.94767,0.33334
1.94875,0.32550
1.94999,0.33334
1.99124,0.34119
1.99253,0.33334
1.99625,0.34119
2.02249,0.34903
2.07521,0.35687
2.13499,0.36472
2.21633,0.37256
2.25267,0.38040
2.25374,0.37256
2.25499,0.38040
2.28124,0.38824
2.30874,0.39609
2.33624,0.40393
2.33874,0.39609
2.34249,0.40393
2.37001,0.41177
2.42001,0.41962
2.50497,0.42746
2.55002,0.43530
2.57998,0.44315
2.60750,0.45099
2.64499,0.45883
2.67874,0.46667
2.67999,0.45883
2.68249,0.46667
2.72001,0.47452
2.72125,0.46667
2.72374,0.47452
2.72500,0.46667
2.73016,0.47452
2.79876,0.48236
2.84873,0.49020
2.89878,0.49805
2.92525,0.50589
2.96510,0.51373
2.96624,0.50589
2.96750,0.51373
3.00873,0.52158
3.00999,0.51373
3.01124,0.52158
3.05623,0.52942
3.05765,0.52158
3.05874,0.52942
3.11516,0.53726
3.14623,0.54510
3.17748,0.55295
3.20373,0.56079
3.25015,0.56863
3.30535,0.57648
3.36248,0.58432
3.40259,0.59216
3.42623,0.60001
3.43122,0.59216
3.43373,0.60001
3.43508,0.59216
3.43624,0.60001
3.43874,0.59216
3.43997,0.60001
3.48641,0.60785
3.52376,0.61569
3.55123,0.62354
3.62501,0.63138
3.67394,0.63922
3.71247,0.64706
3.75248,0.65491
3.77997,0.66275
3.85634,0.67059
3.89498,0.67844
3.89623,0.67059
3.89748,0.67844
3.91640,0.68628
3.91748,0.67844
3.91890,0.68628
3.94247,0.69412
4.00000,0.70197
4.06125,0.70981
4.06497,0.70197
4.07373,0.70981
4.10997,0.71765
4.14141,0.72549
4.16121,0.73334
4.22496,0.74118
4.26750,0.74902
4.30006,0.75687
4.30127,0.74902
4.30375,0.75687
4.33997,0.76471
4.38496,0.77255
4.41125,0.78040
4.43747,0.78824
4.46509,0.79608
4.51246,0.80392
4.51372,0.79608
4.51621,0.80392
4.51747,0.79608
4.51871,0.80392
4.52121,0.79608
4.52889,0.80392
4.53124,0.79608
4.53248,0.80392
4.57995,0.81177
4.61892,0.81961
4.64889,0.82745
4.67888,0.83530
4.72496,0.84314
4.76015,0.85098
4.76120,0.84314
4.76513,0.85098
4.84247,0.85883
4.92745,0.86667
4.96871,0.87451
5.00138,0.88235
5.00370,0.87451
5.01496,0.88235
5.10127,0.89020
5.13997,0.89804
5.19494,0.90588
5.23496,0.91373
5.27189,0.92157
5.31370,0.92941
5.35371,0.93726
5.40251,0.94510
5.40370,0.93726
5.40496,0.94510
5.44995,0.95294
5.49746,0.96078
5.54621,0.96863
5.61869,0.97647
5.65244,0.98431
5.67619,0.99216
